Country,Year,cervical_cancer_number_of_new_female_cases,co2_intensity_of_economic_output_kg_co2_per_2011_ppp_of_gdp,cumulative_co2_emissions_tonnes,liver_cancer_number_of_new_male_cases,flood_affected_annual_number,food_supply_kilocalories_per_person_and_day,literacy_rate_adult_total_percent_of_people_ages_15_and_above,literacy_rate_youth_total_percent_of_people_ages_15_24
Lebanon,1993,88.1,0.35600000000000004,222000000.0,44.0,0,3250.0,,
Lebanon,1994,87.8,0.358,234000000.0,45.0,0,3280.0,,
Lebanon,1995,89.0,0.36,248000000.0,45.8,0,3290.0,,
Lebanon,1996,87.1,0.34700000000000003,262000000.0,46.2,0,3290.0,,
Lebanon,1997,85.8,0.403,277000000.0,46.4,0,3370.0,,
Lebanon,1998,85.0,0.414,294000000.0,46.9,0,3370.0,,
Lebanon,1999,84.7,0.412,310000000.0,47.9,0,3380.0,,
Lebanon,2000,88.4,0.376,326000000.0,49.5,0,3290.0,,
Lebanon,2001,89.7,0.384,342000000.0,51.5,0,3320.0,,
Lebanon,2002,91.6,0.3670000000000001,358000000.0,54.4,0,3270.0,,
Lebanon,2003,94.6,0.404,376000000.0,58.0,17000,3200.0,,
Lebanon,2004,95.7,0.353,393000000.0,61.5,0,3180.0,,
Lebanon,2005,95.9,0.331,409000000.0,64.9,0,3120.0,,
Lebanon,2006,96.6,0.29100000000000004,424000000.0,68.4,0,3130.0,,
Lebanon,2007,96.8,0.248,437000000.0,71.5,0,3180.0,89.6,98.7
Lebanon,2008,95.0,0.287,454000000.0,75.0,0,3130.0,,
Lesotho,1990,217.0,0.6659999999999999,1470000.0,34.2,22,2330.0,,
Lesotho,1991,217.0,0.6459999999999999,3000000.0,34.8,0,2380.0,,
Lesotho,1992,221.0,0.627,4590000.0,35.5,0,2380.0,,
Lesotho,1993,225.0,0.624,6230000.0,36.1,0,2380.0,,
Lesotho,1994,232.0,0.604,7900000.0,36.7,0,2410.0,,
Lesotho,1995,234.0,0.596,9610000.0,37.3,0,2300.0,,
Lesotho,1996,235.0,0.574,11300000.0,37.5,0,2360.0,,
Lesotho,1997,238.0,0.564,13100000.0,37.7,0,2400.0,,
Lesotho,1998,258.0,0.5660000000000001,14900000.0,37.8,0,2430.0,,
Lesotho,1999,274.0,0.57,16800000.0,37.9,0,2460.0,,
Lesotho,2000,316.0,0.556,18600000.0,38.0,0,2460.0,86.3,90.9
Lesotho,2001,320.0,0.545,20500000.0,38.3,0,2490.0,,
Lesotho,2002,336.0,0.5489999999999999,22400000.0,38.6,0,2520.0,,
Lesotho,2003,367.0,0.532,24300000.0,39.0,0,2520.0,,
Lesotho,2004,373.0,0.537,26300000.0,39.4,0,2540.0,,
Lesotho,2005,383.0,0.527,28300000.0,39.9,0,2570.0,,
Lesotho,2006,378.0,0.512,30400000.0,40.1,0,2600.0,,
Lesotho,2007,381.0,0.4970000000000001,32400000.0,40.1,0,2560.0,,
Lesotho,2008,399.0,0.477,34600000.0,40.0,0,2560.0,,
Liberia,1990,181.0,0.258,31900000.0,183.0,0,2160.0,,
Liberia,1991,179.0,0.177,32200000.0,179.0,0,2350.0,,
Liberia,1992,176.0,0.276,32500000.0,176.0,0,2290.0,,
Liberia,1993,172.0,0.46,32800000.0,175.0,0,2120.0,,
Liberia,1994,175.0,0.5820000000000001,33100000.0,176.0,0,2070.0,43.5,60.0
Liberia,1995,181.0,0.636,33400000.0,181.0,0,1990.0,,
Liberia,1996,193.0,0.586,33800000.0,185.0,0,1990.0,,
Liberia,1997,205.0,0.294,34100000.0,193.0,0,2170.0,,
Liberia,1998,219.0,0.242,34500000.0,202.0,5010,2140.0,,
Liberia,1999,232.0,0.209,34900000.0,210.0,0,2090.0,,
Liberia,2000,247.0,0.174,35300000.0,217.0,0,2120.0,,
Liberia,2001,252.0,0.197,35800000.0,217.0,0,2040.0,,
Liberia,2002,262.0,0.189,36300000.0,215.0,0,2070.0,,
Liberia,2003,265.0,0.289,36800000.0,212.0,0,2050.0,,
Liberia,2004,269.0,0.333,37400000.0,209.0,0,2090.0,54.8,71.2
Liberia,2005,276.0,0.3720000000000001,38100000.0,209.0,0,2160.0,,
Liberia,2006,285.0,0.355,38900000.0,213.0,0,2120.0,,
Liberia,2007,299.0,0.289,39600000.0,218.0,17000,2150.0,42.9,49.1
Liberia,2008,311.0,0.228,40100000.0,224.0,340,2230.0,,
Lithuania,1990,399.0,,724000000.0,60.3,0,,,
Lithuania,1991,412.0,,748000000.0,63.1,0,,,
Lithuania,1992,400.0,,770000000.0,65.9,0,2980.0,,
Lithuania,1993,425.0,,788000000.0,68.6,0,2820.0,,
Lithuania,1994,431.0,,805000000.0,71.1,0,2780.0,,
Lithuania,1995,429.0,0.477,821000000.0,73.8,0,2820.0,,
Lithuania,1996,411.0,0.441,837000000.0,75.3,0,3010.0,,
Lithuania,1997,394.0,0.397,852000000.0,77.0,0,3180.0,,
Lithuania,1998,392.0,0.39,869000000.0,79.0,0,3190.0,,
Lithuania,1999,375.0,0.333,882000000.0,80.9,0,3130.0,,
Lithuania,2000,372.0,0.285,894000000.0,82.8,0,3160.0,,
Lithuania,2001,387.0,0.284,907000000.0,87.2,0,3270.0,99.7,99.7
Lithuania,2002,375.0,0.271,920000000.0,92.1,0,3280.0,,
Lithuania,2003,376.0,0.239,933000000.0,96.7,0,3290.0,,
Lithuania,2004,372.0,0.232,947000000.0,101.0,0,3360.0,,
Lithuania,2005,380.0,0.226,960000000.0,106.0,0,3460.0,,
Lithuania,2006,387.0,0.214,975000000.0,111.0,0,3470.0,,
Lithuania,2007,392.0,0.206,990000000.0,117.0,0,3560.0,,
Lithuania,2008,392.0,0.199,1000000000.0,122.0,0,3520.0,,
"Macedonia, FYR",1990,150.0,,,93.1,0,,,
"Macedonia, FYR",1991,147.0,,,94.1,0,,,
"Macedonia, FYR",1992,150.0,0.639,10800000.0,94.9,0,2360.0,,
"Macedonia, FYR",1993,154.0,0.6629999999999999,21100000.0,95.4,0,2320.0,,
"Macedonia, FYR",1994,160.0,0.6829999999999999,31600000.0,96.5,0,2690.0,94.1,98.9
"Macedonia, FYR",1995,167.0,0.715,42400000.0,98.3,1500,2580.0,,
"Macedonia, FYR",1996,176.0,0.7659999999999999,54200000.0,100.0,0,2580.0,,
"Macedonia, FYR",1997,183.0,0.684,64800000.0,102.0,0,2770.0,,
"Macedonia, FYR",1998,190.0,0.785,77400000.0,105.0,0,2870.0,,
"Macedonia, FYR",1999,193.0,0.6990000000000001,89200000.0,108.0,0,2790.0,,
"Macedonia, FYR",2000,194.0,0.688,101000000.0,111.0,0,2750.0,,
"Macedonia, FYR",2001,192.0,0.706,113000000.0,112.0,0,2630.0,,
"Macedonia, FYR",2002,190.0,0.634,124000000.0,112.0,1650,2720.0,96.1,98.7
"Macedonia, FYR",2003,188.0,0.6409999999999999,135000000.0,113.0,4750,2740.0,,
"Macedonia, FYR",2004,184.0,0.606,147000000.0,114.0,100000,2870.0,,
"Macedonia, FYR",2005,179.0,0.583,158000000.0,115.0,2000,2780.0,,
"Macedonia, FYR",2006,174.0,0.5379999999999999,169000000.0,118.0,1500,2830.0,,
"Macedonia, FYR",2007,172.0,0.439,178000000.0,121.0,0,3020.0,,
"Macedonia, FYR",2008,172.0,0.412,188000000.0,125.0,0,2960.0,,
Madagascar,1990,1450.0,0.0495,32000000.0,205.0,0,2190.0,,
Madagascar,1991,1490.0,0.0576,33100000.0,208.0,0,2100.0,,
Madagascar,1992,1540.0,0.0553,34100000.0,211.0,0,2100.0,,
Madagascar,1993,1600.0,0.0555,35100000.0,215.0,0,2100.0,,
Madagascar,1994,1620.0,0.0684,36400000.0,219.0,0,2030.0,,
Madagascar,1995,1670.0,0.0671,37600000.0,223.0,0,2030.0,,
Madagascar,1996,1710.0,0.0708,39000000.0,226.0,0,2020.0,,
Madagascar,1997,1780.0,0.0826,40700000.0,230.0,0,2020.0,,
Madagascar,1998,1830.0,0.0837,42400000.0,233.0,20000,2010.0,,
Madagascar,1999,1870.0,0.0882,44300000.0,238.0,0,2010.0,,
Madagascar,2000,1930.0,0.0823,46200000.0,242.0,0,2010.0,70.7,70.2
Madagascar,2001,1970.0,0.0722,47900000.0,247.0,0,1990.0,,
Madagascar,2002,2050.0,0.0586,49200000.0,253.0,0,1950.0,,
Madagascar,2003,2120.0,0.0735,50900000.0,259.0,23400,1980.0,,
Madagascar,2004,2170.0,0.0742,52700000.0,266.0,0,1980.0,,
Madagascar,2005,2210.0,0.0684,54400000.0,274.0,59700,2060.0,,
Madagascar,2006,2250.0,0.0629,56100000.0,281.0,0,2080.0,,
Madagascar,2007,2300.0,0.0639,57900000.0,290.0,33000,2100.0,,
Madagascar,2008,2390.0,0.062,59800000.0,298.0,0,2060.0,,
Malawi,1990,952.0,0.107,14500000.0,135.0,0,1910.0,,
Malawi,1991,958.0,0.104,15300000.0,138.0,151000,1910.0,,
Malawi,1992,964.0,0.112,16100000.0,140.0,0,1800.0,,
Malawi,1993,965.0,0.115,17000000.0,141.0,0,1880.0,,
Malawi,1994,982.0,0.132,17900000.0,142.0,0,1900.0,,
Malawi,1995,985.0,0.113,18900000.0,145.0,1300,2000.0,,
Malawi,1996,988.0,0.105,19800000.0,150.0,0,2020.0,,
Malawi,1997,1060.0,0.106,20700000.0,158.0,400000,2060.0,,
Malawi,1998,1170.0,0.0993,21700000.0,166.0,15000,2120.0,64.1,76.0
Malawi,1999,1330.0,0.0972,22600000.0,174.0,2000,2180.0,,
Malawi,2000,1490.0,0.0882,23500000.0,183.0,20000,2200.0,,
Malawi,2001,1650.0,0.0925,24300000.0,192.0,509000,2240.0,,
Malawi,2002,1810.0,0.0894,25200000.0,202.0,396000,2170.0,,
Malawi,2003,1970.0,0.0911,26100000.0,212.0,19500,2170.0,,
Malawi,2004,2090.0,0.0878,27000000.0,222.0,0,2170.0,,
Malawi,2005,2180.0,0.08,27900000.0,234.0,44500,2190.0,,
Malawi,2006,2100.0,0.0796,28800000.0,239.0,16000,2270.0,,
Malawi,2007,2060.0,0.0706,29700000.0,244.0,202000,2290.0,,
Malawi,2008,2070.0,0.078,30800000.0,250.0,0,2320.0,,
Malaysia,1990,894.0,0.297,630000000.0,496.0,0,2650.0,,
Malaysia,1991,922.0,0.329,699000000.0,515.0,0,2650.0,82.9,95.6
Malaysia,1992,952.0,0.332,774000000.0,536.0,0,2770.0,,
Malaysia,1993,982.0,0.368,866000000.0,557.0,25000,2800.0,,
Malaysia,1994,1020.0,0.345,960000000.0,581.0,0,2840.0,,
Malaysia,1995,1050.0,0.405,1080000000.0,607.0,0,2920.0,,
Malaysia,1996,1090.0,0.381,1210000000.0,631.0,418,2920.0,,
Malaysia,1997,1130.0,0.353,1330000000.0,657.0,0,2910.0,,
Malaysia,1998,1170.0,0.349,1450000000.0,686.0,2500,2890.0,,
Malaysia,1999,1200.0,0.311,1550000000.0,718.0,2000,2910.0,,
Malaysia,2000,1240.0,0.332,1680000000.0,753.0,8010,2840.0,88.7,97.2
Malaysia,2001,1280.0,0.35700000000000004,1810000000.0,776.0,33200,2820.0,,
Malaysia,2002,1310.0,0.334,1950000000.0,800.0,0,2770.0,,
Malaysia,2003,1360.0,0.373,2110000000.0,826.0,18800,2790.0,,
Malaysia,2004,1370.0,0.362,2270000000.0,852.0,31100,2830.0,,
Malaysia,2005,1380.0,0.366,2450000000.0,879.0,30600,2790.0,,
Malaysia,2006,1410.0,0.333,2610000000.0,916.0,107000,2810.0,,
Malaysia,2007,1450.0,0.345,2800000000.0,954.0,167000,2840.0,,
Malaysia,2008,1480.0,0.364,3000000000.0,996.0,2000,2790.0,,
Maldives,1990,12.4,,968000.0,4.17,0,2290.0,96.0,98.2
Maldives,1991,12.4,,1120000.0,4.31,0,2370.0,,
Maldives,1992,12.4,,1350000.0,4.47,0,2370.0,,
Maldives,1993,12.2,,1550000.0,4.63,0,2420.0,,
Maldives,1994,12.0,,1750000.0,4.81,0,2520.0,,
Maldives,1995,11.9,0.126,2000000.0,5.01,0,2420.0,96.3,98.2
Maldives,1996,11.8,0.136,2290000.0,5.16,0,2420.0,,
Maldives,1997,11.6,0.14300000000000002,2620000.0,5.34,0,2400.0,,
Maldives,1998,11.6,0.121,2920000.0,5.53,0,2430.0,,
Maldives,1999,11.5,0.16,3340000.0,5.72,0,2480.0,,
Maldives,2000,11.4,0.165,3790000.0,5.93,0,2440.0,96.3,98.2
Maldives,2001,11.3,0.17600000000000002,4250000.0,6.14,0,2480.0,,
Maldives,2002,11.1,0.21,4850000.0,6.35,0,2500.0,,
Maldives,2003,10.7,0.158,5350000.0,6.57,0,2400.0,,
Maldives,2004,10.3,0.196,6020000.0,6.81,0,2440.0,,
Maldives,2005,10.1,0.203,6620000.0,7.06,0,2460.0,,
Maldives,2006,9.93,0.204,7380000.0,7.31,0,2390.0,98.4,99.3
Maldives,2007,9.73,0.194,8160000.0,7.57,1650,2490.0,,
Maldives,2008,9.58,0.192,9010000.0,7.87,0,2550.0,,
Mali,1990,794.0,0.0392,9300000.0,936.0,0,2400.0,,
Mali,1991,801.0,0.0363,9740000.0,913.0,0,2370.0,,
Mali,1992,824.0,0.0381,10200000.0,895.0,0,2360.0,,
Mali,1993,845.0,0.0379,10600000.0,881.0,0,2350.0,,
Mali,1994,887.0,0.0371,11100000.0,868.0,0,2330.0,,
Mali,1995,958.0,0.0373,11600000.0,857.0,0,2340.0,,
Mali,1996,948.0,0.0362,12100000.0,869.0,0,2370.0,,
Mali,1997,960.0,0.0371,12600000.0,884.0,0,2360.0,,
Mali,1998,959.0,0.0502,13300000.0,901.0,6440,2430.0,19.0,24.2
Mali,1999,952.0,0.0496,14100000.0,920.0,2200,2450.0,,
Mali,2000,961.0,0.0512,15000000.0,942.0,15,2450.0,,
Mali,2001,952.0,0.0448,15800000.0,963.0,3500,2500.0,,
Mali,2002,947.0,0.0444,16600000.0,988.0,22500,2500.0,,
Mali,2003,935.0,0.0405,17500000.0,1020.0,10000,2520.0,24.0,
Mali,2004,936.0,0.0414,18400000.0,1050.0,0,2540.0,,
Mali,2005,938.0,0.0399,19300000.0,1080.0,1860,2580.0,,
Mali,2006,947.0,0.04,20200000.0,1120.0,1000,2650.0,26.2,38.8
Mali,2007,953.0,0.0413,21200000.0,1150.0,88900,2720.0,,
Mali,2008,961.0,0.0419,22300000.0,1200.0,2500,2780.0,,
Mauritania,1990,184.0,0.159,21700000.0,117.0,0,2500.0,,
Mauritania,1991,185.0,0.159,22600000.0,121.0,0,2520.0,,
Mauritania,1992,190.0,0.16399999999999998,23600000.0,126.0,0,2540.0,,
Mauritania,1993,193.0,0.157,24600000.0,131.0,0,2600.0,,
Mauritania,1994,199.0,0.189,25700000.0,137.0,0,2530.0,,
Mauritania,1995,203.0,0.161,26800000.0,143.0,600,2580.0,,
Mauritania,1996,208.0,0.158,27900000.0,145.0,0,2600.0,,
Mauritania,1997,209.0,0.165,29000000.0,147.0,0,2620.0,,
Mauritania,1998,212.0,0.161,30200000.0,150.0,0,2660.0,,
Mauritania,1999,216.0,0.153,31300000.0,153.0,23800,2640.0,,
Mauritania,2000,221.0,0.157,32500000.0,156.0,0,2630.0,51.2,61.3
Mauritania,2001,227.0,0.16699999999999998,33800000.0,157.0,3000,2630.0,,
Mauritania,2002,230.0,0.17600000000000002,35100000.0,158.0,27500,2640.0,,
Mauritania,2003,234.0,0.171,36500000.0,159.0,21000,2710.0,,
Mauritania,2004,240.0,0.179,38000000.0,161.0,0,2600.0,,
Mauritania,2005,244.0,0.17,39600000.0,162.0,7500,2630.0,,
Mauritania,2006,248.0,0.145,41200000.0,165.0,10600,2600.0,,
Mauritania,2007,252.0,0.161,43100000.0,169.0,54100,2730.0,,
Mauritania,2008,258.0,0.168,45000000.0,172.0,0,2770.0,,
Mexico,1990,9490.0,0.285,7380000000.0,1330.0,17900,2970.0,87.6,95.4
Mexico,1991,9480.0,0.285,7710000000.0,1370.0,44000,2990.0,,
Mexico,1992,9670.0,0.278,8050000000.0,1410.0,0,3000.0,,
Mexico,1993,9860.0,0.271,8390000000.0,1460.0,261000,3010.0,,
Mexico,1994,9940.0,0.268,8740000000.0,1510.0,0,3010.0,,
Mexico,1995,10100.0,0.27,9070000000.0,1570.0,0,2970.0,,
Mexico,1996,10100.0,0.263,9420000000.0,1620.0,9000,2990.0,,
Mexico,1997,10100.0,0.263,9790000000.0,1670.0,0,2970.0,,
Mexico,1998,10200.0,0.263,10200000000.0,1730.0,30400,2970.0,,
Mexico,1999,10200.0,0.258,10600000000.0,1800.0,619000,2980.0,,
Mexico,2000,9920.0,0.25,11000000000.0,1860.0,2140,3040.0,90.5,96.6
Mexico,2001,9790.0,0.26,11400000000.0,1910.0,21,3090.0,,
Mexico,2002,9730.0,0.261,11800000000.0,1970.0,7040,3100.0,90.3,97.6
Mexico,2003,9710.0,0.273,12200000000.0,2030.0,53900,3110.0,,
Mexico,2004,9530.0,0.264,12700000000.0,2100.0,4130,3110.0,91.0,97.6
Mexico,2005,9600.0,0.272,13100000000.0,2180.0,14000,3070.0,91.6,97.6
Mexico,2006,9470.0,0.268,13600000000.0,2220.0,0,3080.0,91.7,97.9
Mexico,2007,9340.0,0.262,14100000000.0,2270.0,1660000,3100.0,92.8,98.2
Mexico,2008,9500.0,0.266,14600000000.0,2320.0,20000,3080.0,92.9,98.4
Moldova,1990,510.0,,685000000.0,98.2,0,,,
Moldova,1991,538.0,,708000000.0,99.7,0,,,
Moldova,1992,495.0,,729000000.0,101.0,0,2480.0,,
Moldova,1993,511.0,,745000000.0,103.0,0,2480.0,,
Moldova,1994,543.0,,757000000.0,104.0,25100,2440.0,,
Moldova,1995,550.0,1.17,768000000.0,106.0,0,2490.0,,
Moldova,1996,515.0,1.28,780000000.0,116.0,0,2450.0,,
Moldova,1997,435.0,0.775,787000000.0,127.0,2250,2460.0,,
Moldova,1998,413.0,0.732,793000000.0,138.0,0,2460.0,,
Moldova,1999,416.0,0.544,798000000.0,151.0,1710,2480.0,,
Moldova,2000,417.0,0.416,801000000.0,165.0,0,2500.0,96.7,99.5
Moldova,2001,414.0,0.414,805000000.0,175.0,0,2530.0,,
Moldova,2002,410.0,0.413,809000000.0,185.0,501,2570.0,,
Moldova,2003,422.0,0.417,813000000.0,197.0,0,2560.0,,
Moldova,2004,413.0,0.412,818000000.0,210.0,0,2580.0,,
Moldova,2005,441.0,0.412,823000000.0,224.0,6500,2630.0,,
Moldova,2006,444.0,0.401,828000000.0,233.0,0,2690.0,,
Moldova,2007,429.0,0.365,832000000.0,244.0,0,2750.0,,
Moldova,2008,418.0,0.345,837000000.0,254.0,4000,2790.0,,
Mongolia,1990,174.0,0.893,163000000.0,437.0,0,2260.0,,
Mongolia,1991,178.0,1.19,175000000.0,436.0,0,2190.0,,
Mongolia,1992,182.0,1.19,186000000.0,436.0,0,1850.0,,
Mongolia,1993,188.0,1.03,195000000.0,434.0,0,1850.0,,
Mongolia,1994,194.0,0.867,203000000.0,433.0,5,1850.0,,
Mongolia,1995,204.0,0.812,211000000.0,432.0,0,2030.0,,
Mongolia,1996,215.0,0.807,219000000.0,440.0,41,2040.0,,
Mongolia,1997,225.0,0.7440000000000001,227000000.0,449.0,0,2030.0,,
Mongolia,1998,229.0,0.72,235000000.0,458.0,0,2100.0,,
Mongolia,1999,230.0,0.685,242000000.0,469.0,0,2140.0,,
Mongolia,2000,229.0,0.6729999999999999,250000000.0,482.0,0,2180.0,97.8,97.7
Mongolia,2001,230.0,0.6859999999999999,258000000.0,511.0,4000,2220.0,,
Mongolia,2002,233.0,0.6890000000000001,266000000.0,543.0,0,2230.0,,
Mongolia,2003,239.0,0.624,274000000.0,580.0,1670,2220.0,,
Mongolia,2004,246.0,0.6,282000000.0,621.0,0,2230.0,,
Mongolia,2005,252.0,0.56,291000000.0,666.0,0,2250.0,,
Mongolia,2006,256.0,0.5660000000000001,300000000.0,702.0,0,2290.0,,
Mongolia,2007,258.0,0.66,312000000.0,740.0,0,2340.0,,
Mongolia,2008,262.0,0.605,325000000.0,783.0,0,2380.0,,
Montenegro,1990,52.8,,,19.6,0,,,
Montenegro,1991,52.9,,,20.0,0,,,
Montenegro,1992,52.7,,1920000.0,20.4,0,,,
Montenegro,1993,52.9,,3590000.0,20.9,0,,,
Montenegro,1994,53.3,,5210000.0,21.4,0,,,
Montenegro,1995,53.8,,6920000.0,22.0,0,,,
Montenegro,1996,54.1,,8930000.0,22.5,0,,,
Montenegro,1997,54.4,,11100000.0,23.0,0,,,
Montenegro,1998,55.0,,13400000.0,23.6,0,,,
Montenegro,1999,55.3,,14900000.0,24.3,0,,,
Montenegro,2000,54.2,,16700000.0,24.9,0,,,
Montenegro,2001,57.0,,18500000.0,25.2,0,,,
Montenegro,2002,56.0,,20500000.0,25.6,0,,,
Montenegro,2003,55.5,,22700000.0,26.0,0,,,
Montenegro,2004,55.7,,25000000.0,26.5,0,,,
Montenegro,2005,55.4,0.285,27200000.0,27.0,0,,,
Montenegro,2006,55.4,0.304,29600000.0,27.2,0,3280.0,,
Montenegro,2007,54.1,0.269,31900000.0,27.4,1090,3410.0,,
Montenegro,2008,52.8,0.306,34600000.0,27.6,0,3480.0,,
Morocco,1990,1240.0,0.24,405000000.0,137.0,0,3090.0,,
Morocco,1991,1260.0,0.237,430000000.0,141.0,0,3070.0,,
Morocco,1992,1280.0,0.253,456000000.0,146.0,0,2900.0,,
Morocco,1993,1300.0,0.276,484000000.0,151.0,0,2880.0,,
Morocco,1994,1310.0,0.262,514000000.0,156.0,0,3000.0,41.6,58.4
Morocco,1995,1320.0,0.284,544000000.0,162.0,38800,2950.0,,
Morocco,1996,1320.0,0.259,576000000.0,166.0,60000,3090.0,,
Morocco,1997,1330.0,0.269,607000000.0,171.0,60,3100.0,,
Morocco,1998,1320.0,0.252,639000000.0,176.0,0,3150.0,,
Morocco,1999,1340.0,0.258,673000000.0,182.0,0,3080.0,,
Morocco,2000,1350.0,0.259,706000000.0,187.0,956,3060.0,,
Morocco,2001,1360.0,0.269,744000000.0,192.0,315,3120.0,,
Morocco,2002,1390.0,0.264,782000000.0,197.0,15100,3150.0,,
Morocco,2003,1410.0,0.245,820000000.0,204.0,10000,3200.0,,
Morocco,2004,1430.0,0.27,863000000.0,210.0,0,3260.0,52.3,70.5
Morocco,2005,1460.0,0.276,909000000.0,218.0,0,3210.0,,
Morocco,2006,1490.0,0.266,957000000.0,224.0,2120,3270.0,,
Morocco,2007,1510.0,0.272,1010000000.0,230.0,0,3250.0,,
Morocco,2008,1540.0,0.27,1060000000.0,238.0,20000,3270.0,55.1,77.9
Mozambique,1990,1800.0,0.204,85100000.0,509.0,0,1810.0,,
Mozambique,1991,1820.0,0.194,86100000.0,521.0,0,1710.0,,
Mozambique,1992,1880.0,0.202,87100000.0,538.0,0,1690.0,,
Mozambique,1993,1930.0,0.199,88200000.0,561.0,0,1700.0,,
Mozambique,1994,1990.0,0.185,89300000.0,587.0,0,1680.0,,
Mozambique,1995,2050.0,0.189,90400000.0,614.0,0,1850.0,,
Mozambique,1996,2100.0,0.14,91400000.0,634.0,0,1940.0,,
Mozambique,1997,2160.0,0.136,92500000.0,654.0,400000,1970.0,38.7,47.0
Mozambique,1998,2160.0,0.122,93700000.0,675.0,0,1990.0,,
Mozambique,1999,2190.0,0.119,94900000.0,698.0,70000,2000.0,,
Mozambique,2000,2230.0,0.133,96200000.0,723.0,4500000,1990.0,,
Mozambique,2001,2190.0,0.138,97800000.0,746.0,749000,1980.0,,
Mozambique,2002,2200.0,0.128,99400000.0,771.0,500,2040.0,,
Mozambique,2003,2200.0,0.145,101000000.0,799.0,515000,2090.0,48.2,61.9
Mozambique,2004,2220.0,0.134,103000000.0,827.0,0,2060.0,,
Mozambique,2005,2270.0,0.117,105000000.0,858.0,47900,2040.0,,
Mozambique,2006,2280.0,0.116,107000000.0,884.0,0,2110.0,,
Mozambique,2007,2350.0,0.123,109000000.0,910.0,402000,2080.0,,
Mozambique,2008,2380.0,0.116,112000000.0,939.0,0,2160.0,,
Myanmar,1990,4040.0,0.142,199000000.0,692.0,0,1700.0,,
Myanmar,1991,4120.0,0.139,204000000.0,719.0,360000,1690.0,,
Myanmar,1992,4210.0,0.149,208000000.0,746.0,4630,1690.0,,
Myanmar,1993,4300.0,0.153,214000000.0,775.0,0,1740.0,,
Myanmar,1994,4400.0,0.16699999999999998,220000000.0,805.0,0,1720.0,,
Myanmar,1995,4520.0,0.174,227000000.0,837.0,32000,1770.0,,
Myanmar,1996,4620.0,0.17,234000000.0,860.0,0,1790.0,,
Myanmar,1997,4730.0,0.166,242000000.0,884.0,138000,1840.0,,
Myanmar,1998,4850.0,0.16899999999999998,250000000.0,910.0,0,1840.0,,
Myanmar,1999,4960.0,0.16899999999999998,259000000.0,937.0,50000,1840.0,,
Myanmar,2000,5070.0,0.168,269000000.0,966.0,0,1910.0,89.9,94.6
Myanmar,2001,5140.0,0.13,278000000.0,986.0,3800,1960.0,,
Myanmar,2002,5210.0,0.123,287000000.0,1010.0,50000,2000.0,,
Myanmar,2003,5260.0,0.115,297000000.0,1030.0,0,2060.0,,
Myanmar,2004,5290.0,0.128,309000000.0,1050.0,0,2090.0,,
Myanmar,2005,5310.0,0.105,321000000.0,1080.0,0,2140.0,,
Myanmar,2006,5320.0,0.103,334000000.0,1100.0,10000,2210.0,,
Myanmar,2007,5320.0,0.0922,346000000.0,1130.0,167000,2280.0,,
Myanmar,2008,5330.0,0.0636,356000000.0,1170.0,0,2370.0,,
Namibia,1990,65.1,0.00499,,7.08,0,2060.0,,
Namibia,1991,66.2,0.121,1060000.0,7.34,0,2070.0,75.8,88.1
Namibia,1992,67.7,0.123,2210000.0,7.61,0,2030.0,,
Namibia,1993,69.6,0.151,3600000.0,7.88,0,2000.0,,
Namibia,1994,72.1,0.16899999999999998,5180000.0,8.18,0,2000.0,,
Namibia,1995,76.0,0.16699999999999998,6810000.0,8.51,0,2030.0,,
Namibia,1996,78.3,0.174,8560000.0,8.91,0,2040.0,,
Namibia,1997,82.9,0.171,10400000.0,9.36,0,2080.0,,
Namibia,1998,86.7,0.17600000000000002,12300000.0,9.83,0,2070.0,,
Namibia,1999,93.6,0.149,13900000.0,10.3,0,2170.0,,
Namibia,2000,100.0,0.142,15600000.0,10.8,5000,2250.0,,
Namibia,2001,102.0,0.172,17600000.0,11.3,0,2270.0,85.0,92.3
Namibia,2002,102.0,0.14300000000000002,19400000.0,11.8,0,2220.0,,
Namibia,2003,108.0,0.146,21200000.0,12.3,12000,2250.0,,
Namibia,2004,110.0,0.136,23200000.0,12.8,25000,2270.0,,
Namibia,2005,110.0,0.157,25500000.0,13.3,0,2240.0,,
Namibia,2006,111.0,0.14800000000000002,27800000.0,13.9,2310,2230.0,,
Namibia,2007,107.0,0.14,30200000.0,14.4,15000,2220.0,76.5,87.1
Namibia,2008,105.0,0.192,33500000.0,15.1,30000,2120.0,,
Nepal,1990,1930.0,0.0282,13000000.0,126.0,2530,2190.0,,
Nepal,1991,1910.0,0.0402,13900000.0,132.0,533,2220.0,33.0,49.6
Nepal,1992,1880.0,0.0535,15300000.0,138.0,0,2230.0,,
Nepal,1993,1890.0,0.0568,16700000.0,145.0,554000,2190.0,,
Nepal,1994,1860.0,0.0607,18400000.0,152.0,0,2250.0,,
Nepal,1995,1810.0,0.0704,20500000.0,159.0,13100,2240.0,,
Nepal,1996,1730.0,0.0816,22900000.0,168.0,153000,2220.0,,
Nepal,1997,1650.0,0.087,25700000.0,177.0,0,2270.0,,
Nepal,1998,1590.0,0.0683,28000000.0,186.0,70300,2240.0,,
Nepal,1999,1540.0,0.0935,31200000.0,196.0,18200,2310.0,,
Nepal,2000,1480.0,0.084,34300000.0,207.0,50200,2260.0,,
Nepal,2001,1450.0,0.0853,37500000.0,220.0,0,2280.0,48.6,70.0
